airport_code,lat,lng
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,49.719000,14.097000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,49.245000,14.714000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,50.216000,14.396000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,31.839000,34.822000
N/A,32.441000,35.006000
N/A,30.623000,35.202000
N/A,0.000000,0.000000
N/A,31.762000,34.727000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,31.229000,35.191000
N/A,32.599000,35.228000
N/A,0.000000,0.000000
N/A,31.208000,35.012000
N/A,32.660000,35.182000
N/A,30.776000,34.667000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,35.917000,14.417000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,47.843000,16.260000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,48.183000,14.041000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,48.000000,16.500000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,46.991000,15.439000
N/A,46.642000,14.338000
N/A,48.233000,14.188000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,48.321000,16.112000
N/A,0.000000,0.000000
N/A,47.203000,14.744000
N/A,0.000000,0.000000
N/A,38.883000,-9.030000
N/A,38.079000,-7.932000
N/A,41.587000,-8.445000
N/A,0.000000,0.000000
N/A,40.157000,-8.470000
N/A,38.725000,-9.355000
N/A,40.265000,-7.480000
N/A,38.533000,-7.889000
N/A,40.974000,-8.645000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,38.717000,-9.156000
N/A,0.000000,0.000000
N/A,39.831000,-8.887000
N/A,38.704000,-9.036000
N/A,0.000000,0.000000
N/A,40.916000,-8.646000
N/A,0.000000,0.000000
N/A,37.149000,-8.584000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,38.831000,-9.339000
N/A,39.475000,-8.364000
N/A,40.725000,-7.889000
N/A,44.941000,17.298000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,46.614000,7.678000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,47.084000,6.793000
N/A,0.000000,0.000000
N/A,46.488000,7.251000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,46.944000,8.284000
N/A,0.000000,0.000000
N/A,46.501000,8.296000
N/A,47.399000,8.648000
N/A,47.092000,8.305000
N/A,47.079000,9.065000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,46.676000,7.879000
N/A,46.304000,7.714000
N/A,0.000000,0.000000
N/A,46.743000,8.110000
N/A,46.304000,7.823000
N/A,0.000000,0.000000
N/A,46.843000,6.915000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,46.975000,8.399000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,47.383000,8.567000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,47.181000,7.417000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,40.000000,32.000000
N/A,39.935000,32.741000
N/A,40.079000,32.566000
N/A,36.573000,36.154000
N/A,41.314000,33.796000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,41.516000,32.100000
N/A,39.451000,31.365000
N/A,40.305000,36.368000
N/A,41.254000,31.415000
N/A,38.772000,34.534000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,37.816000,27.886000
N/A,40.138000,26.427000
N/A,38.319000,27.160000
N/A,37.785000,30.582000
N/A,39.427000,30.016000
N/A,38.681000,29.471000
N/A,40.683000,29.379000
N/A,40.735000,30.083000
N/A,40.255000,29.563000
N/A,38.809000,27.834000
N/A,41.138000,27.919000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,40.993000,29.216000
N/A,39.810000,30.519000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,40.562000,43.115000
N/A,37.092000,38.846000
N/A,38.754000,41.661000
N/A,37.979000,41.840000
N/A,42.019000,35.079000
N/A,38.517000,26.977000
N/A,37.951000,27.329000
N/A,47.838000,27.781000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,45.147000,21.310000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,48.402000,17.118000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,48.865000,17.992000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,49.232000,18.614000
N/A,0.000000,0.000000
N/A,19.199000,-69.430000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,17.929000,-71.645000
N/A,0.000000,0.000000
N/A,18.908000,-70.720000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,18.504000,-69.762000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,15.473000,-88.837000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,15.731000,-88.584000
N/A,16.326000,-89.417000
N/A,0.000000,0.000000
N/A,14.865000,-91.502000
N/A,14.521000,-91.697000
N/A,13.936000,-90.836000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,17.407000,-83.933000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,15.927000,-85.938000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,29.332000,-100.981000
N/A,30.397000,-107.875000
N/A,17.574000,-99.514000
N/A,20.546000,-100.886000
N/A,16.449000,-95.094000
N/A,19.475000,-96.797000
N/A,0.000000,0.000000
N/A,30.930000,-114.809000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,19.598000,-103.372000
N/A,20.756000,-103.465000
N/A,12.189000,-86.354000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,12.428000,-86.902000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,7.517000,-78.157000
N/A,8.407000,-78.142000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,8.086000,-80.945000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,9.167000,-83.332000
N/A,0.000000,0.000000
N/A,10.769000,-83.586000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,10.356000,-85.853000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,10.202000,-83.472000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,8.916000,-83.507000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,8.652000,-83.065000
N/A,0.000000,0.000000
N/A,10.217000,-83.795000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,11.035000,-84.706000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,9.732000,-82.983000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,9.957000,-84.142000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,10.288000,-83.714000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,8.826000,-82.959000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,13.700000,-89.120000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,22.506000,-79.470000
N/A,22.461000,-78.329000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,21.500000,-78.203000
N/A,19.906000,-75.207000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,22.970000,-82.275000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,23.007000,-82.767000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,20.689000,-75.531000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,23.033000,-82.579000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,22.421000,-83.678000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,22.871000,-82.509000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,22.095000,-84.152000
N/A,21.509000,-77.017000
N/A,21.642000,-82.955000
N/A,0.000000,0.000000
N/A,21.971000,-79.442000
N/A,21.788000,-79.997000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,24.288000,-77.684000
N/A,0.000000,0.000000
N/A,24.159000,-77.590000
N/A,0.000000,0.000000
N/A,26.004000,-77.395000
N/A,25.738000,-77.840000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,24.629000,-75.674000
N/A,24.315000,-75.454000
N/A,0.000000,0.000000
N/A,22.746000,-74.182000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,24.594000,-76.832000
N/A,24.169000,-76.439000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,22.182000,-75.729000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,-15.820000,-140.887000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,-20.783000,-138.568000
N/A,-9.769000,-139.011000
N/A,0.000000,0.000000
N/A,-21.808000,-138.794000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,-15.501000,167.222000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,-37.030000,174.973000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,-39.647000,176.767000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,-40.206000,175.388000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,-39.446000,175.658000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,-90.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,-44.235000,170.118000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,-77.883000,166.650000
N/A,-43.551000,172.553000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,-39.007000,177.407000
N/A,-36.788000,174.630000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,33.391000,62.261000
N/A,36.750000,65.912000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,36.775000,69.532000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,25.918000,50.591000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,25.911000,49.591000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,27.039000,49.405000
N/A,21.348000,39.173000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,25.174000,47.488000
N/A,24.710000,44.964000
N/A,24.107000,41.036000
N/A,22.703000,39.070000
N/A,28.079000,48.611000
N/A,26.723000,50.031000
N/A,25.214000,46.641000
N/A,27.869000,48.768000
N/A,0.000000,0.000000
N/A,20.504000,45.199000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,32.434000,48.398000
N/A,30.745000,49.676000
N/A,30.337000,50.828000
N/A,30.835000,49.535000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,25.876000,55.033000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,27.212000,54.318000
N/A,27.484000,52.618000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,29.259000,50.324000
N/A,25.909000,54.539000
N/A,26.810000,53.356000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,32.934000,47.483000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,33.586000,46.405000
N/A,0.000000,0.000000
N/A,33.436000,48.286000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
N/A,0.000000,0.000000
